,Player-Season,Season,Assists
1846,Steve Nash (2006-07),2006-07,15
1847,Steve Nash (2006-07),2006-07,16
1848,Steve Nash (2006-07),2006-07,14
1831,Steve Nash (2006-07),2006-07,8
1832,Steve Nash (2006-07),2006-07,10
1812,Steve Nash (2006-07),2006-07,12
1830,Steve Nash (2006-07),2006-07,16
1820,Steve Nash (2006-07),2006-07,17
1813,Steve Nash (2006-07),2006-07,15
1814,Steve Nash (2006-07),2006-07,18
1815,Steve Nash (2006-07),2006-07,14
1816,Steve Nash (2006-07),2006-07,9
1817,Steve Nash (2006-07),2006-07,11
1818,Steve Nash (2006-07),2006-07,12
1819,Steve Nash (2006-07),2006-07,7
1821,Steve Nash (2006-07),2006-07,11
1829,Steve Nash (2006-07),2006-07,6
1822,Steve Nash (2006-07),2006-07,11
1823,Steve Nash (2006-07),2006-07,9
1824,Steve Nash (2006-07),2006-07,9
1825,Steve Nash (2006-07),2006-07,9
1826,Steve Nash (2006-07),2006-07,16
1827,Steve Nash (2006-07),2006-07,11
1828,Steve Nash (2006-07),2006-07,10
1849,Steve Nash (2006-07),2006-07,14
1850,Steve Nash (2006-07),2006-07,11
1851,Steve Nash (2006-07),2006-07,15
1880,Steve Nash (2006-07),2006-07,15
1872,Steve Nash (2006-07),2006-07,14
1873,Steve Nash (2006-07),2006-07,13
1874,Steve Nash (2006-07),2006-07,20
1875,Steve Nash (2006-07),2006-07,11
1876,Steve Nash (2006-07),2006-07,8
1877,Steve Nash (2006-07),2006-07,10
1878,Steve Nash (2006-07),2006-07,13
1881,Steve Nash (2006-07),2006-07,9
1870,Steve Nash (2006-07),2006-07,15
1882,Steve Nash (2006-07),2006-07,9
1883,Steve Nash (2006-07),2006-07,11
1884,Steve Nash (2006-07),2006-07,13
1885,Steve Nash (2006-07),2006-07,10
1886,Steve Nash (2006-07),2006-07,11
1887,Steve Nash (2006-07),2006-07,13
1852,Steve Nash (2006-07),2006-07,14
1871,Steve Nash (2006-07),2006-07,10
1879,Steve Nash (2006-07),2006-07,7
1869,Steve Nash (2006-07),2006-07,11
1860,Steve Nash (2006-07),2006-07,13
1868,Steve Nash (2006-07),2006-07,5
1854,Steve Nash (2006-07),2006-07,8
1855,Steve Nash (2006-07),2006-07,21
1856,Steve Nash (2006-07),2006-07,11
1857,Steve Nash (2006-07),2006-07,10
1858,Steve Nash (2006-07),2006-07,4
1859,Steve Nash (2006-07),2006-07,9
1853,Steve Nash (2006-07),2006-07,15
1861,Steve Nash (2006-07),2006-07,12
1862,Steve Nash (2006-07),2006-07,9
1863,Steve Nash (2006-07),2006-07,13
1864,Steve Nash (2006-07),2006-07,5
1865,Steve Nash (2006-07),2006-07,12
1866,Steve Nash (2006-07),2006-07,15
1867,Steve Nash (2006-07),2006-07,12
1762,Steve Nash (2005-06),2005-06,13
1755,Steve Nash (2005-06),2005-06,13
1756,Steve Nash (2005-06),2005-06,13
1757,Steve Nash (2005-06),2005-06,10
1758,Steve Nash (2005-06),2005-06,8
1759,Steve Nash (2005-06),2005-06,4
1733,Steve Nash (2005-06),2005-06,12
1760,Steve Nash (2005-06),2005-06,8
1761,Steve Nash (2005-06),2005-06,12
1765,Steve Nash (2005-06),2005-06,7
1763,Steve Nash (2005-06),2005-06,10
1764,Steve Nash (2005-06),2005-06,6
1753,Steve Nash (2005-06),2005-06,7
1766,Steve Nash (2005-06),2005-06,8
1767,Steve Nash (2005-06),2005-06,8
1768,Steve Nash (2005-06),2005-06,6
1769,Steve Nash (2005-06),2005-06,9
1770,Steve Nash (2005-06),2005-06,14
1754,Steve Nash (2005-06),2005-06,11
1734,Steve Nash (2005-06),2005-06,6
1752,Steve Nash (2005-06),2005-06,11
1751,Steve Nash (2005-06),2005-06,16
1772,Steve Nash (2005-06),2005-06,16
1735,Steve Nash (2005-06),2005-06,13
1736,Steve Nash (2005-06),2005-06,13
1737,Steve Nash (2005-06),2005-06,11
1738,Steve Nash (2005-06),2005-06,8
1739,Steve Nash (2005-06),2005-06,5
1740,Steve Nash (2005-06),2005-06,9
1741,Steve Nash (2005-06),2005-06,10
1742,Steve Nash (2005-06),2005-06,13
1743,Steve Nash (2005-06),2005-06,7
1744,Steve Nash (2005-06),2005-06,5
1745,Steve Nash (2005-06),2005-06,6
1746,Steve Nash (2005-06),2005-06,5
1747,Steve Nash (2005-06),2005-06,10
1748,Steve Nash (2005-06),2005-06,6
1749,Steve Nash (2005-06),2005-06,12
1750,Steve Nash (2005-06),2005-06,8
1771,Steve Nash (2005-06),2005-06,12
1785,Steve Nash (2005-06),2005-06,16
1773,Steve Nash (2005-06),2005-06,12
1803,Steve Nash (2005-06),2005-06,10
1796,Steve Nash (2005-06),2005-06,12
1797,Steve Nash (2005-06),2005-06,7
1798,Steve Nash (2005-06),2005-06,10
1799,Steve Nash (2005-06),2005-06,9
1800,Steve Nash (2005-06),2005-06,6
1801,Steve Nash (2005-06),2005-06,14
1802,Steve Nash (2005-06),2005-06,9
1804,Steve Nash (2005-06),2005-06,10
1794,Steve Nash (2005-06),2005-06,9
1805,Steve Nash (2005-06),2005-06,13
1806,Steve Nash (2005-06),2005-06,10
